Game State,Home Team,Home Conference,Home Score,Away Team,Away Conference,Away Score,Result,Neutral Field?,Date,NCAA Game ID Link
final,Notre Dame,ACC,2,Clemson,ACC,1,1,0,09-27-2024,/game/6310415
final,West Virginia,Sun Belt,0,Kentucky,Sun Belt,0,0,0,09-27-2024,/game/6310409
final,Charlotte,The American,4,South Fla.,The American,1,1,0,09-27-2024,/game/6310408
final,Bowling Green,MVC,1,Belmont,MVC,0,1,0,09-27-2024,/game/6310407
final,Virginia,ACC,0,Stanford,ACC,1,-1,0,09-27-2024,/game/6310416
final,Northwestern,Big Ten,1,Maryland,Big Ten,2,-1,0,09-27-2024,/game/6309525
final,Portland,WCC,1,Sacramento St.,Big West,1,0,0,09-27-2024,/game/6310403
final,Ohio St.,Big Ten,2,Indiana,Big Ten,2,0,0,09-27-2024,/game/6309510
final,San Jose St.,WAC,2,UC Davis,Big West,2,0,0,09-27-2024,/game/6310413
final,Seattle U,WAC,4,CSUN,Big West,3,1,0,09-27-2024,/game/6310411
final,UCLA,Big Ten,0,Michigan St.,Big Ten,1,-1,0,09-27-2024,/game/6309598
final,Washington,Big Ten,0,Wisconsin,Big Ten,0,0,0,09-27-2024,/game/6309579
final,Delaware,CAA,3,Campbell,CAA,1,1,0,09-28-2024,/game/6310417
final,Western Mich.,MVC,1,Missouri St.,MVC,1,0,0,09-28-2024,/game/6310418
final,Robert Morris,Horizon,1,Milwaukee,Horizon,0,1,0,09-28-2024,/game/6310419
final,Sacred Heart,MAAC,3,Niagara,MAAC,1,1,0,09-28-2024,/game/6310420
final,Iona,MAAC,1,Rider,MAAC,0,1,0,09-28-2024,/game/6310421
final,Georgetown,Big East,0,Akron,Big East,1,-1,0,09-28-2024,/game/6310423
final,Mount St. Mary's,MAAC,2,Merrimack,MAAC,1,1,0,09-28-2024,/game/6310424
final,Davidson,Atlantic 10,1,La Salle,Atlantic 10,3,-1,0,09-28-2024,/game/6310425
final,Vermont,America East,1,New Hampshire,America East,1,0,0,09-28-2024,/game/6310426
final,Col. of Charleston,CAA,0,Monmouth,CAA,0,0,0,09-28-2024,/game/6310429
final,Manhattan,MAAC,3,Canisius,MAAC,0,1,0,09-28-2024,/game/6310431
final,Green Bay,Horizon,3,Cleveland St.,Horizon,2,1,0,09-28-2024,/game/6310427
final,St. Thomas (MN),Summit League,0,Kansas City,Summit League,3,-1,0,09-28-2024,/game/6310428
final,Hofstra,CAA,2,Elon,CAA,1,1,0,09-28-2024,/game/6310432
final,Army West Point,Patriot,1,Lafayette,Patriot,2,-1,0,09-28-2024,/game/6310433
final,Oakland,Horizon,0,IU Indy,Horizon,0,0,0,09-28-2024,/game/6310434
final,Navy,Patriot,2,Colgate,Patriot,2,0,0,09-28-2024,/game/6310435
final,Dartmouth,Ivy League,2,Brown,Ivy League,1,1,0,09-28-2024,/game/6310437
final,Rutgers,Big Ten,1,Michigan,Big Ten,1,0,0,09-28-2024,/game/6309555
final,Siena,MAAC,2,Saint Peter's,MAAC,0,1,0,09-28-2024,/game/6310438
final,Princeton,Ivy League,2,Harvard,Ivy League,0,1,0,09-28-2024,/game/6310439
final,Duquesne,Atlantic 10,2,Saint Joseph's,Atlantic 10,1,1,0,09-28-2024,/game/6310440
final,Yale,Ivy League,1,Cornell,Ivy League,0,1,0,09-28-2024,/game/6310441
final,Cal Poly,Big West,2,UC Santa Barbara,Big West,0,1,0,09-28-2024,/game/6310436
final,Queens (NC),ASUN,1,Central Ark.,ASUN,0,1,0,09-28-2024,/game/6310443
final,UMass Lowell,America East,2,UAlbany,America East,0,1,0,09-28-2024,/game/6310444
final,Lehigh,Patriot,3,Boston U.,Patriot,1,1,0,09-28-2024,/game/6310446
final,Binghamton,America East,0,UMBC,America East,2,-1,0,09-28-2024,/game/6310447
final,Virginia Tech,ACC,0,Pittsburgh,ACC,2,-1,0,09-28-2024,/game/6310410
final,High Point,Big South,3,Radford,Big South,1,1,0,09-28-2024,/game/6310449
final,Coastal Carolina,Sun Belt,1,South Carolina,Sun Belt,2,-1,0,09-28-2024,/game/6310450
final,Liberty,OVC,7,Western Ill.,OVC,1,1,0,09-28-2024,/game/6310451
final,George Mason,Atlantic 10,5,George Washington,Atlantic 10,2,1,0,09-28-2024,/game/6310453
final,American,Patriot,0,Bucknell,Patriot,1,-1,0,09-28-2024,/game/6310458
final,Providence,Big East,2,Creighton,Big East,2,0,0,09-28-2024,/game/6310459
final,Penn,Ivy League,1,Columbia,Ivy League,0,1,0,09-28-2024,/game/6310460
final,William & Mary,CAA,4,UNCW,CAA,0,1,0,09-28-2024,/game/6310461
final,North Carolina,ACC,2,California,ACC,1,1,0,09-28-2024,/game/6310462
final,Mercer,SoCon,3,Air Force,WAC,0,1,0,09-28-2024,/game/6310463
final,North Florida,ASUN,4,Jacksonville,ASUN,3,1,0,09-28-2024,/game/6310464
final,Stetson,ASUN,2,FGCU,ASUN,0,1,0,09-28-2024,/game/6310466
final,Detroit Mercy,Horizon,1,Northern Ky.,Horizon,1,0,0,09-28-2024,/game/6310467
final,Fordham,Atlantic 10,2,Massachusetts,Atlantic 10,3,-1,0,09-28-2024,/game/6310468
final,NJIT,America East,0,Bryant,America East,3,-1,0,09-28-2024,/game/6310469
final,Fairfield,MAAC,2,Marist,MAAC,1,1,0,09-28-2024,/game/6310473
final,UConn,Big East,0,Seton Hall,Big East,0,0,0,09-28-2024,/game/6310474
final,St. John's (NY),Big East,2,Villanova,Big East,1,1,0,09-28-2024,/game/6310475
final,Wright St.,Horizon,4,Purdue Fort Wayne,Horizon,0,1,0,09-28-2024,/game/6310478
final,Rhode Island,Atlantic 10,4,St. Bonaventure,Atlantic 10,3,1,0,09-28-2024,/game/6310480
final,DePaul,Big East,0,Xavier,Big East,0,0,0,09-28-2024,/game/6310448
final,Memphis,AAC,2,UAB,AAC,0,1,0,09-28-2024,/game/6310452
final,Oral Roberts,Summit League,1,Omaha,Summit League,0,1,0,09-28-2024,/game/6310455
final,Bradley,MVC,0,Evansville,MVC,2,-1,0,09-28-2024,/game/6310456
final,Marquette,Big East,2,Butler,Big East,0,1,0,09-28-2024,/game/6310465
final,Houston Christian,OVC,2,UIW,OVC,1,1,0,09-28-2024,/game/6310471
final,SIUE,OVC,2,Lindenwood,OVC,0,1,0,09-28-2024,/game/6310476
final,NIU,MVC,2,UIC,MVC,4,-1,0,09-28-2024,/game/6310477
final,Saint Louis,Atlantic 10,2,Loyola Chicago,Atlantic 10,1,1,0,09-28-2024,/game/6310481
final,UC Irvine,Big West,2,San Diego St.,WAC,0,1,0,09-28-2024,/game/6310442
final,LMU (CA),WCC,1,Gonzaga,WCC,0,1,0,09-28-2024,/game/6310454
final,Santa Clara,WCC,0,Oregon St.,WCC,2,-1,0,09-28-2024,/game/6310472
final,San Diego,WCC,4,Saint Mary's (CA),WCC,2,1,0,09-28-2024,/game/6310479
final,Le Moyne,NEC,2,FDU,NEC,2,0,0,09-29-2024,/game/6310482
final,Saint Francis,NEC,2,Stonehill,NEC,0,1,0,09-29-2024,/game/6310487
final,Fla. Atlantic,AAC,1,Temple,AAC,1,0,0,09-29-2024,/game/6310486
final,Holy Cross,Patriot,1,Loyola Maryland,Patriot,2,-1,0,09-29-2024,/game/6310485
final,Chicago St.,NEC,0,LIU,NEC,0,0,0,09-29-2024,/game/6310483
final,Howard,NEC,4,Central Conn. St.,NEC,1,1,0,09-29-2024,/game/6310488
final,Boston College,ACC,1,Louisville,ACC,1,0,0,09-29-2024,/game/6310489
final,San Francisco,WCC,2,Pacific,WCC,0,1,0,09-29-2024,/game/6310484
final,Marshall,Sun Belt,2,Old Dominion,Sun Belt,1,1,0,09-29-2024,/game/6310490
final,Southern Ind.,OVC,2,Eastern Ill.,OVC,1,1,0,09-29-2024,/game/6310422
final,Lipscomb,ASUN,2,Bellarmine,ASUN,0,1,0,09-29-2024,/game/6310445
final,UCF,Sun Belt,2,Georgia St.,Sun Belt,1,1,0,09-29-2024,/game/6310406
final,FIU,AAC,3,Tulsa,AAC,1,1,0,09-29-2024,/game/6310491
final,SMU,ACC,3,UTRGV,WAC,2,1,0,09-29-2024,/game/6310492
postponed,Winthrop,Big South,,Gardner-Webb,Big South,,0,0,09-30-2024,/game/6310430
final,Virginia,ACC,1,UNC Greensboro,SoCon,2,-1,0,10-01-2024,/game/6310493
final,Quinnipiac,MAAC,9,Farmingdale St.,Skyline,0,1,0,10-01-2024,/game/6348407
final,Robert Morris,Horizon,5,Canisius,MAAC,1,1,0,10-01-2024,/game/6310496
final,Notre Dame,ACC,7,Trine,Michigan Intercol. Ath. Assn.,1,1,0,10-01-2024,/game/6310497
final,Western Mich.,MVC,7,Olivet,Michigan Intercol. Ath. Assn.,0,1,0,10-01-2024,/game/6310498
final,Maryland,Big Ten,1,Penn St.,Big Ten,1,0,0,10-01-2024,/game/6309542
final,Bucknell,Patriot,0,West Virginia,Sun Belt,1,-1,0,10-01-2024,/game/6310503
final,New Hampshire,America East,1,Northeastern,CAA,1,0,0,10-01-2024,/game/6310504
final,Lehigh,Patriot,2,Marist,MAAC,1,1,0,10-01-2024,/game/6310505
final,Vermont,America East,2,Massachusetts,Atlantic 10,2,0,0,10-01-2024,/game/6310501
final,Virginia Tech,ACC,4,Queens (NC),ASUN,0,1,0,10-01-2024,/game/6310500
final,Army West Point,Patriot,2,Rider,MAAC,0,1,0,10-01-2024,/game/6310499
final,Stony Brook,CAA,6,St. Joseph's (L.I.),Skyline,0,1,0,10-01-2024,/game/6310508
final,UMBC,America East,0,Drexel,CAA,5,-1,0,10-01-2024,/game/6310494
final,Creighton,Big East,0,Missouri St.,MVC,1,-1,1,10-01-2024,/game/6310506
final,VCU,Atlantic 10,1,American,Patriot,1,0,1,10-01-2024,/game/6310520
final,UAlbany,America East,1,Syracuse,ACC,3,-1,0,10-01-2024,/game/6310519
final,Jacksonville,ASUN,2,Ga. Southern,Sun Belt,1,1,0,10-01-2024,/game/6310518
final,Cornell,Ivy League,5,Binghamton,America East,2,1,0,10-01-2024,/game/6310517
final,Longwood,Big South,1,Campbell,CAA,3,-1,0,10-01-2024,/game/6310516
final,Elon,CAA,0,High Point,Big South,1,-1,0,10-01-2024,/game/6310513
final,NJIT,America East,2,Delaware,CAA,2,0,0,10-01-2024,/game/6310512
final,Harvard,Ivy League,3,Merrimack,MAAC,1,1,0,10-01-2024,/game/6310510
final,Wake Forest,ACC,2,ETSU,SoCon,0,1,0,10-01-2024,/game/6310509
final,Milwaukee,Horizon,2,Drake,MVC,1,1,0,10-01-2024,/game/6310502
final,Rhode Island,Atlantic 10,0,Bryant,America East,0,0,0,10-01-2024,/game/6310521
final,Princeton,Ivy League,1,Monmouth,CAA,0,1,0,10-01-2024,/game/6310522
final,Belmont,MVC,0,Memphis,AAC,1,-1,0,10-01-2024,/game/6310507
final,Wisconsin,Big Ten,2,Indiana,Big Ten,3,-1,0,10-01-2024,/game/6309580
final,Saint Louis,Atlantic 10,0,Charlotte,AAC,0,0,0,10-01-2024,/game/6310514
final,Michigan St.,Big Ten,1,Northwestern,Big Ten,0,1,0,10-01-2024,/game/6309526
pre,Indiana,Big Ten,,Wisconsin,Big Ten,,0,0,10-01-2024,/game/6309609
final,CSU Bakersfield,Big West,3,Sacramento St.,Big West,0,1,0,10-02-2024,/game/6310523
final,UC Davis,Big West,0,Cal Poly,Big West,1,-1,0,10-02-2024,/game/6310524
final,Pittsburgh,ACC,8,Howard,NEC,1,1,0,10-02-2024,/game/6310529
final,FGCU,ASUN,6,Keiser,IND,1,1,0,10-02-2024,/game/6310531
final,Radford,Big South,1,VMI,SoCon,1,0,0,10-02-2024,/game/6310532
final,Yale,Ivy League,6,Albertus Magnus,Great Northeast,0,1,0,10-02-2024,/game/6310533
final,Denver,Summit League,3,Oral Roberts,Summit League,2,1,0,10-02-2024,/game/6310526
final,Omaha,Summit League,2,St. Thomas (MN),Summit League,1,1,0,10-02-2024,/game/6310528
final,UC Irvine,Big West,0,Cal St. Fullerton,Big West,2,-1,0,10-02-2024,/game/6310525
final,UC Santa Barbara,Big West,3,UC San Diego,Big West,1,1,0,10-02-2024,/game/6310527
final,CSUN,Big West,1,UC Riverside,Big West,1,0,0,10-02-2024,/game/6310530
final,Central Conn. St.,NEC,1,Mercyhurst,NEC,2,-1,0,10-03-2024,/game/6310535
final,Southern Ind.,OVC,0,Lindenwood,OVC,2,-1,0,10-03-2024,/game/6310534
final,California,ACC,3,Louisville,ACC,3,0,0,10-03-2024,/game/6310536
final,Utah Valley,WAC,1,Seattle U,WAC,2,-1,0,10-03-2024,/game/6310537
final,SIUE,OVC,3,Eastern Ill.,OVC,0,1,0,10-03-2024,/game/6310539
final,Air Force,WAC,0,San Jose St.,WAC,3,-1,0,10-03-2024,/game/6310538
final,Chicago St.,NEC,0,Le Moyne,NEC,4,-1,0,10-03-2024,/game/6310542
final,Houston Christian,OVC,3,Western Ill.,OVC,0,1,0,10-03-2024,/game/6310541
final,UIW,OVC,0,Liberty,OVC,2,-1,0,10-03-2024,/game/6310540
final,Utah Tech,WAC,1,California Baptist,WAC,2,-1,0,10-03-2024,/game/6310543
final,UNLV,WAC,0,San Diego St.,WAC,1,-1,0,10-03-2024,/game/6310544
final,Georgetown,Big East,3,Providence,Big East,0,1,0,10-04-2024,/game/6310546
final,Villanova,Big East,0,UConn,Big East,3,-1,0,10-04-2024,/game/6310547
final,VMI,SoCon,2,Regent,IND,0,1,0,10-04-2024,/game/6310548
final,IU Indy,Horizon,1,Detroit Mercy,Horizon,0,1,0,10-04-2024,/game/6310550
final,Winthrop,Big South,2,Longwood,Big South,1,1,0,10-04-2024,/game/6310545
final,Marshall,Sun Belt,2,James Madison,Sun Belt,2,0,0,10-04-2024,/game/6310556
final,Indiana,Big Ten,2,Washington,Big Ten,2,0,0,10-04-2024,/game/6309610
final,Michigan,Big Ten,3,Ohio St.,Big Ten,6,-1,0,10-04-2024,/game/6309511
final,Creighton,Big East,0,DePaul,Big East,2,-1,0,10-04-2024,/game/6310551
final,Virginia,ACC,2,Virginia Tech,ACC,1,1,0,10-04-2024,/game/6310557
final,Akron,Big East,1,Xavier,Big East,0,1,0,10-04-2024,/game/6310558
final,Butler,Big East,1,St. John's (NY),Big East,2,-1,0,10-04-2024,/game/6310560
final,Duke,ACC,2,SMU,ACC,2,0,0,10-04-2024,/game/6310562
final,Seton Hall,Big East,1,Marquette,Big East,0,1,0,10-04-2024,/game/6310563
final,Clemson,ACC,3,North Carolina,ACC,2,1,0,10-04-2024,/game/6310553
final,Coastal Carolina,Sun Belt,0,Ga. Southern,Sun Belt,5,-1,0,10-04-2024,/game/6310552
final,South Carolina,Sun Belt,0,Kentucky,Sun Belt,2,-1,0,10-04-2024,/game/6310559
final,Penn St.,Big Ten,2,UCLA,Big Ten,2,0,0,10-04-2024,/game/6309543
final,Wisconsin,Big Ten,1,Rutgers,Big Ten,3,-1,0,10-04-2024,/game/6309556
final,Tulsa,AAC,2,Fla. Atlantic,AAC,1,1,0,10-04-2024,/game/6310564
final,Gonzaga,WCC,1,San Diego,WCC,2,-1,0,10-04-2024,/game/6310549
final,Stanford,ACC,0,NC State,ACC,0,0,0,10-04-2024,/game/6310555
final,Portland,WCC,0,Santa Clara,WCC,0,0,0,10-04-2024,/game/6310561
final,Oregon St.,WCC,4,Pacific,WCC,1,1,0,10-04-2024,/game/6310554
final,Bryant,America East,1,New Hampshire,America East,2,-1,0,10-05-2024,/game/6310566
final,Manhattan,MAAC,1,Mount St. Mary's,MAAC,2,-1,0,10-05-2024,/game/6310567
final,Army West Point,Patriot,1,American,Patriot,2,-1,0,10-05-2024,/game/6310569
final,Harvard,Ivy League,0,Penn,Ivy League,1,-1,0,10-05-2024,/game/6310571
final,Canisius,MAAC,1,Saint Peter's,MAAC,1,0,0,10-05-2024,/game/6310573
final,Navy,Patriot,3,Loyola Maryland,Patriot,2,1,0,10-05-2024,/game/6310574
final,Drexel,CAA,5,Hofstra,CAA,4,1,0,10-05-2024,/game/6310576
final,Purdue Fort Wayne,Horizon,2,Robert Morris,Horizon,1,1,0,10-05-2024,/game/6310577
final,Campbell,CAA,6,Stony Brook,CAA,0,1,0,10-05-2024,/game/6310578
final,Massachusetts,Atlantic 10,4,Saint Joseph's,Atlantic 10,0,1,0,10-05-2024,/game/6310579
final,Wright St.,Horizon,1,Green Bay,Horizon,2,-1,0,10-05-2024,/game/6310580
final,Wofford,SoCon,3,Gardner-Webb,Big South,2,1,0,10-05-2024,/game/6348463
final,Drake,MVC,1,Western Mich.,MVC,1,0,0,10-05-2024,/game/6310570
final,Milwaukee,Horizon,4,Oakland,Horizon,1,1,0,10-05-2024,/game/6310575
final,Niagara,MAAC,3,Siena,MAAC,3,0,0,10-05-2024,/game/6310581
final,Iona,MAAC,1,Fairfield,MAAC,1,0,0,10-05-2024,/game/6310582
final,Radford,Big South,2,Presbyterian,Big South,3,-1,0,10-05-2024,/game/6310583
final,Denver,Summit League,5,St. Thomas (MN),Summit League,0,1,0,10-05-2024,/game/6310572
final,Loyola Chicago,Atlantic 10,0,Rhode Island,Atlantic 10,1,-1,1,10-05-2024,/game/6310584
final,Saint Mary's (CA),WCC,1,LMU (CA),WCC,1,0,0,10-05-2024,/game/6310568
final,Merrimack,MAAC,1,Rider,MAAC,2,-1,0,10-05-2024,/game/6310587
final,Cornell,Ivy League,3,Dartmouth,Ivy League,0,1,0,10-05-2024,/game/6310589
final,Boston U.,Patriot,1,Lafayette,Patriot,1,0,0,10-05-2024,/game/6310590
final,Omaha,Summit League,1,Kansas City,Summit League,1,0,0,10-05-2024,/game/6310588
final,Colgate,Patriot,1,Holy Cross,Patriot,0,1,0,10-05-2024,/game/6310591
final,UC Davis,Big West,0,UC Irvine,Big West,1,-1,0,10-05-2024,/game/6310585
final,St. Bonaventure,Atlantic 10,3,Davidson,Atlantic 10,1,1,0,10-05-2024,/game/6310594
final,Brown,Ivy League,1,Princeton,Ivy League,2,-1,0,10-05-2024,/game/6310595
final,UAlbany,America East,1,Vermont,America East,4,-1,0,10-05-2024,/game/6310596
final,La Salle,Atlantic 10,1,George Mason,Atlantic 10,2,-1,0,10-05-2024,/game/6310565
final,Sacramento St.,Big West,2,UC Riverside,Big West,1,1,0,10-05-2024,/game/6310586
final,Belmont,MVC,0,Bradley,MVC,1,-1,0,10-05-2024,/game/6310593
final,FIU,AAC,3,UAB,AAC,2,1,0,10-05-2024,/game/6310597
final,South Fla.,AAC,2,Temple,AAC,0,1,0,10-05-2024,/game/6310598
final,Wake Forest,ACC,2,Boston College,ACC,0,1,0,10-05-2024,/game/6310600
final,Monmouth,CAA,2,Delaware,CAA,0,1,0,10-05-2024,/game/6310601
final,UNCW,CAA,2,Col. of Charleston,CAA,1,1,0,10-05-2024,/game/6310604
final,UMBC,America East,1,UMass Lowell,America East,1,0,0,10-05-2024,/game/6310606
final,West Virginia,Sun Belt,2,UCF,Sun Belt,1,1,0,10-05-2024,/game/6310608
final,Northern Ky.,Horizon,2,Cleveland St.,Horizon,1,1,0,10-05-2024,/game/6310609
final,Mercer,SoCon,1,UNC Greensboro,SoCon,1,0,0,10-05-2024,/game/6310610
final,Old Dominion,Sun Belt,0,Georgia St.,Sun Belt,0,0,0,10-05-2024,/game/6310611
final,Sacred Heart,MAAC,1,Quinnipiac,MAAC,3,-1,0,10-05-2024,/game/6310612
final,NJIT,America East,2,Binghamton,America East,1,1,0,10-05-2024,/game/6310613
final,Dayton,Atlantic 10,7,George Washington,Atlantic 10,1,1,0,10-05-2024,/game/6310614
final,Elon,CAA,2,William & Mary,CAA,1,1,0,10-05-2024,/game/6310615
final,Bucknell,Patriot,2,Lehigh,Patriot,2,0,0,10-05-2024,/game/6310616
final,Bellarmine,ASUN,0,Queens (NC),ASUN,0,0,0,10-05-2024,/game/6310617
final,FGCU,ASUN,2,North Florida,ASUN,2,0,0,10-05-2024,/game/6310619
final,USC Upstate,Big South,1,High Point,Big South,4,-1,0,10-05-2024,/game/6310620
final,VCU,Atlantic 10,0,Fordham,Atlantic 10,1,-1,0,10-05-2024,/game/6310622
final,Columbia,Ivy League,1,Yale,Ivy League,0,1,0,10-05-2024,/game/6310623
final,Syracuse,ACC,2,Notre Dame,ACC,1,1,0,10-05-2024,/game/6310624
final,Jacksonville,ASUN,0,Stetson,ASUN,0,0,0,10-05-2024,/game/6310626
final,Maryland,Big Ten,2,Michigan St.,Big Ten,1,1,0,10-05-2024,/game/6309567
final,Memphis,AAC,1,Charlotte,AAC,0,1,0,10-05-2024,/game/6310599
final,UIC,MVC,2,Bowling Green,MVC,1,1,0,10-05-2024,/game/6310607
final,Saint Louis,Atlantic 10,3,Duquesne,Atlantic 10,0,1,0,10-05-2024,/game/6310618
final,SIUE,OVC,2,Southern Ind.,OVC,0,1,0,10-05-2024,/game/6310621
final,Central Ark.,ASUN,2,Lipscomb,ASUN,1,1,0,10-05-2024,/game/6310627
final,Utah Valley,WAC,2,San Jose St.,WAC,3,-1,0,10-05-2024,/game/6310602
final,Cal St. Fullerton,Big West,2,CSU Bakersfield,Big West,2,0,0,10-05-2024,/game/6310603
final,UC San Diego,Big West,1,CSUN,Big West,0,1,0,10-05-2024,/game/6310625
final,FDU,NEC,3,Central Conn. St.,NEC,0,1,0,10-06-2024,/game/6310628
final,Stonehill,NEC,3,Howard,NEC,3,0,0,10-06-2024,/game/6310631
final,Mercyhurst,NEC,4,Chicago St.,NEC,0,1,0,10-06-2024,/game/6310629
final,ETSU,SoCon,2,VMI,SoCon,0,1,0,10-06-2024,/game/6310633
final,UIW,OVC,2,Western Ill.,OVC,1,1,0,10-06-2024,/game/6310635
final,Air Force,WAC,0,Seattle U,WAC,2,-1,0,10-06-2024,/game/6310630
final,UTRGV,WAC,0,Grand Canyon,WAC,2,-1,0,10-06-2024,/game/6310634
final,LIU,NEC,1,Saint Francis,NEC,1,0,0,10-06-2024,/game/6310637
final,Utah Tech,WAC,0,San Diego St.,WAC,1,-1,0,10-06-2024,/game/6310632
final,Lindenwood,OVC,6,Eastern Ill.,OVC,0,1,0,10-06-2024,/game/6310636
final,Northwestern,Big Ten,4,Trine,Michigan Intercol. Ath. Assn.,0,1,0,10-06-2024,/game/6309527
final,UC Santa Barbara,Big West,0,Cal Poly,Big West,0,0,0,10-06-2024,/game/6310638
final,Missouri St.,MVC,7,NIU,MVC,0,1,0,10-06-2024,/game/6310640
final,Houston Christian,OVC,0,Liberty,OVC,1,-1,0,10-06-2024,/game/6310641
final,UNLV,WAC,2,California Baptist,WAC,2,0,0,10-06-2024,/game/6310639
final,Penn St.,Big Ten,2,Rutgers,Big Ten,1,1,0,10-07-2024,/game/6309544
final,Pittsburgh,ACC,2,Denver,Summit League,0,1,0,10-07-2024,/game/6310642
final,Ohio St.,Big Ten,2,Washington,Big Ten,0,1,0,10-07-2024,/game/6309512
final,DePaul,Big East,3,Oakland,Horizon,1,1,0,10-08-2024,/game/6310643
final,Villanova,Big East,3,Columbia,Ivy League,2,1,0,10-08-2024,/game/6310644
final,Vermont,America East,1,UConn,Big East,0,1,0,10-08-2024,/game/6310646
final,Binghamton,America East,1,Bucknell,Patriot,1,0,0,10-08-2024,/game/6310648
final,Stony Brook,CAA,2,Seton Hall,Big East,1,1,0,10-08-2024,/game/6310650
final,Indiana,Big Ten,3,Kentucky,Sun Belt,2,1,0,10-08-2024,/game/6309611
final,USC Upstate,Big South,1,Furman,SoCon,3,-1,0,10-08-2024,/game/6348447
final,Winthrop,Big South,0,Gardner-Webb,Big South,1,-1,0,10-08-2024,/game/6348671
final,IU Indy,Horizon,0,Butler,Big East,0,0,0,10-08-2024,/game/6310654
final,Wake Forest,ACC,0,Wofford,SoCon,0,0,0,10-08-2024,/game/6310653
final,Bowling Green,MVC,5,Detroit Mercy,Horizon,2,1,0,10-08-2024,/game/6310655
final,Providence,Big East,1,Syracuse,ACC,2,-1,0,10-08-2024,/game/6310656
final,Penn,Ivy League,3,Hofstra,CAA,1,1,0,10-08-2024,/game/6310657
final,UMBC,America East,0,Georgetown,Big East,0,0,0,10-08-2024,/game/6310658
final,North Carolina,ACC,3,Col. of Charleston,CAA,0,1,0,10-08-2024,/game/6310660
final,Virginia,ACC,1,James Madison,Sun Belt,0,1,0,10-08-2024,/game/6310661
final,Akron,Big East,6,Wright St.,Horizon,1,1,0,10-08-2024,/game/6310662
final,Elon,CAA,1,Duke,ACC,2,-1,0,10-08-2024,/game/6310664
final,Coastal Carolina,Sun Belt,1,Campbell,CAA,0,1,0,10-08-2024,/game/6310652
final,UNC Greensboro,SoCon,3,Radford,Big South,0,1,0,10-08-2024,/game/6310665
final,St. John's (NY),Big East,0,Loyola Maryland,Patriot,1,-1,0,10-08-2024,/game/6310666
final,Dartmouth,Ivy League,0,New Hampshire,America East,0,0,0,10-08-2024,/game/6310667
final,Louisville,ACC,4,Lipscomb,ASUN,2,1,0,10-08-2024,/game/6310668
final,Boston U.,Patriot,1,Harvard,Ivy League,1,0,0,10-08-2024,/game/6310669
final,Cleveland St.,Horizon,3,Xavier,Big East,1,1,0,10-08-2024,/game/6310670
final,Holy Cross,Patriot,1,Brown,Ivy League,2,-1,0,10-08-2024,/game/6310645
final,Notre Dame,ACC,0,Michigan,Big Ten,1,-1,0,10-08-2024,/game/6309589
final,Belmont,MVC,1,Covenant,CCS,0,1,0,10-08-2024,/game/6310649
final,Marquette,Big East,1,Milwaukee,Horizon,1,0,0,10-08-2024,/game/6310663
final,Tulsa,The American,1,Central Ark.,ASUN,1,0,0,10-08-2024,/game/6310671
final,George Washington,Atlantic 10,0,St. Bonaventure,Atlantic 10,0,0,0,10-09-2024,/game/6310672
final,Massachusetts,Atlantic 10,1,Dayton,Atlantic 10,1,0,0,10-09-2024,/game/6310674
final,St. Thomas (MN),Summit League,1,Green Bay,Horizon,3,-1,0,10-09-2024,/game/6310675
final,Saint Mary's (CA),WCC,0,Oregon St.,WCC,2,-1,0,10-09-2024,/game/6310673
final,George Mason,Atlantic 10,2,Loyola Chicago,Atlantic 10,1,1,0,10-09-2024,/game/6310677
final,Davidson,Atlantic 10,2,VCU,Atlantic 10,1,1,0,10-09-2024,/game/6310680
final,Fordham,Atlantic 10,2,Saint Louis,Atlantic 10,2,0,0,10-09-2024,/game/6310681
final,Duquesne,Atlantic 10,3,Rhode Island,Atlantic 10,0,1,0,10-09-2024,/game/6310684
final,Saint Joseph's,Atlantic 10,0,La Salle,Atlantic 10,3,-1,0,10-09-2024,/game/6310685
final,Omaha,Summit League,1,Creighton,Big East,2,-1,0,10-09-2024,/game/6310683
final,Gonzaga,WCC,2,San Francisco,WCC,3,-1,0,10-09-2024,/game/6310676
final,Cal St. Fullerton,Big West,4,UC San Diego,Big West,1,1,0,10-09-2024,/game/6310678
final,CSU Bakersfield,Big West,1,UC Santa Barbara,Big West,1,0,0,10-09-2024,/game/6310679
final,Cal Poly,Big West,3,Sacramento St.,Big West,1,1,0,10-09-2024,/game/6310682
final,CSUN,Big West,2,UC Davis,Big West,2,0,0,10-09-2024,/game/6310686
final,Pacific,WCC,2,Portland,WCC,2,0,0,10-09-2024,/game/6310687
final,UC Riverside,Big West,1,UC Irvine,Big West,0,1,0,10-09-2024,/game/6310688
final,Eastern Ill.,OVC,1,UIW,OVC,4,-1,0,10-10-2024,/game/6310690
final,Mercyhurst,NEC,3,Saint Francis,NEC,0,1,0,10-10-2024,/game/6310691
final,Western Ill.,OVC,1,Liberty,OVC,0,1,0,10-10-2024,/game/6310689
final,UTRGV,WAC,1,Utah Valley,WAC,1,0,0,10-10-2024,/game/6310693
final,Southern Ind.,OVC,0,Houston Christian,OVC,2,-1,0,10-10-2024,/game/6310694
final,Lindenwood,OVC,0,SIUE,OVC,2,-1,0,10-10-2024,/game/6310696
