Game State,Home Team,Home Conference,Home Score,Away Team,Away Conference,Away Score,Result,Neutral Field?,Date,NCAA Game ID Link
final,Rutgers,Big Ten,0,Indiana,Big Ten,1,-1,0,09-13-2024,/game/6309553
final,Michigan St.,Big Ten,1,Washington,Big Ten,0,1,0,09-13-2024,/game/6309566
final,California,ACC,1,SMU,ACC,2,-1,0,09-13-2024,/game/6310114
final,Kansas City,Summit League,3,Mercer,SoCon,3,0,0,09-13-2024,/game/6310119
final,Wake Forest,ACC,1,Virginia,ACC,1,0,0,09-13-2024,/game/6310121
final,Bowling Green,MVC,2,NIU,MVC,1,1,0,09-13-2024,/game/6310124
final,William & Mary,CAA,0,Penn,Ivy League,2,-1,0,09-13-2024,/game/6310125
final,UMBC,America East,4,Saint Joseph's,Atlantic 10,0,1,0,09-13-2024,/game/6310126
final,Georgia St.,Sun Belt,3,USC Upstate,Big South,2,1,0,09-13-2024,/game/6310127
final,Boston College,ACC,0,Clemson,ACC,1,-1,0,09-13-2024,/game/6310129
final,Michigan,Big Ten,2,Penn St.,Big Ten,1,1,0,09-13-2024,/game/6309539
final,Pittsburgh,ACC,3,Louisville,ACC,2,1,0,09-13-2024,/game/6310131
final,UNC Greensboro,SoCon,0,Charlotte,The American,0,0,0,09-13-2024,/game/6310132
final,Dartmouth,Ivy League,1,UConn,Big East,2,-1,0,09-13-2024,/game/6310133
final,Duke,ACC,1,North Carolina,ACC,2,-1,0,09-13-2024,/game/6310134
final,Marist,MAAC,2,Fordham,Atlantic 10,1,1,0,09-13-2024,/game/6310135
final,Ohio St.,Big Ten,1,Butler,Big East,0,1,0,09-13-2024,/game/6309507
final,Maryland,Big Ten,3,Wisconsin,Big Ten,0,1,0,09-13-2024,/game/6309576
final,Syracuse,ACC,0,Virginia Tech,ACC,2,-1,0,09-13-2024,/game/6310137
final,Northwestern,Big Ten,0,UCLA,Big Ten,1,-1,0,09-13-2024,/game/6309523
final,UIW,OVC,4,Our Lady of the Lake,IND,0,1,0,09-13-2024,/game/6310136
final,UC Irvine,Big West,0,San Diego,WCC,1,-1,0,09-13-2024,/game/6310116
final,Utah Valley,WAC,1,Cal Poly,Big West,1,0,0,09-13-2024,/game/6310122
final,Utah Tech,WAC,1,Lindenwood,OVC,2,-1,0,09-13-2024,/game/6310128
final,UC Santa Barbara,Big West,0,New Hampshire,America East,0,0,0,09-13-2024,/game/6310120
final,Cal St. Fullerton,Big West,2,LMU (CA),WCC,2,0,0,09-13-2024,/game/6310123
final,Portland,WCC,0,Saint Louis,Atlantic 10,2,-1,0,09-13-2024,/game/6310130
final,Georgetown,Big East,2,LIU,NEC,2,0,0,09-14-2024,/game/6310138
final,Hofstra,CAA,3,UNCW,CAA,0,1,0,09-14-2024,/game/6310139
final,Stony Brook,CAA,2,Col. of Charleston,CAA,4,-1,0,09-14-2024,/game/6310140
final,American,Patriot,2,Loyola Maryland,Patriot,0,1,0,09-14-2024,/game/6310141
final,Wofford,SoCon,1,Winthrop,Big South,0,1,0,09-14-2024,/game/6310142
final,Drexel,CAA,1,Northeastern,CAA,0,1,0,09-14-2024,/game/6310144
final,Iona,MAAC,1,Binghamton,America East,2,-1,0,09-14-2024,/game/6310145
final,Bucknell,Patriot,2,Navy,Patriot,1,1,0,09-14-2024,/game/6310146
final,Akron,Big East,0,Temple,The American,1,-1,0,09-14-2024,/game/6310147
final,Stonehill,NEC,1,St. Thomas (MN),Summit League,2,-1,0,09-14-2024,/game/6310148
final,Massachusetts,Atlantic 10,1,Brown,Ivy League,0,1,0,09-14-2024,/game/6310149
final,Boston U.,Patriot,3,Army West Point,Patriot,2,1,0,09-14-2024,/game/6310150
final,Green Bay,Horizon,5,Detroit Mercy,Horizon,1,1,0,09-14-2024,/game/6310143
final,Robert Morris,Horizon,0,Northern Ky.,Horizon,0,0,0,09-14-2024,/game/6310151
final,Davidson,Atlantic 10,0,UNC Asheville,Big South,3,-1,0,09-14-2024,/game/6310152
final,Delaware,CAA,3,Elon,CAA,4,-1,0,09-14-2024,/game/6310153
final,Campbell,CAA,2,Monmouth,CAA,2,0,0,09-14-2024,/game/6310154
final,Quinnipiac,MAAC,0,La Salle,Atlantic 10,0,0,0,09-14-2024,/game/6310155
final,Canisius,MAAC,3,Saint Francis,NEC,3,0,0,09-14-2024,/game/6310156
final,Wright St.,Horizon,2,IU Indy,Horizon,0,1,0,09-14-2024,/game/6310157
final,Colgate,Patriot,2,Lafayette,Patriot,1,1,0,09-14-2024,/game/6310158
final,Purdue Fort Wayne,Horizon,2,Milwaukee,Horizon,0,1,0,09-14-2024,/game/6310159
final,VMI,SoCon,2,Howard,NEC,1,1,0,09-14-2024,/game/6310160
final,Holy Cross,Patriot,2,Lehigh,Patriot,1,1,0,09-14-2024,/game/6310161
final,Vermont,America East,5,Fairfield,MAAC,0,1,0,09-14-2024,/game/6310163
final,Central Conn. St.,NEC,1,Rhode Island,Atlantic 10,1,0,0,09-14-2024,/game/6310164
final,UAlbany,America East,2,Cornell,Ivy League,2,0,0,09-14-2024,/game/6310165
final,Creighton,Big East,3,Tulsa,The American,0,1,0,09-14-2024,/game/6310162
final,Coastal Carolina,Sun Belt,0,Gardner-Webb,Big South,1,-1,0,09-14-2024,/game/6310166
final,James Madison,Sun Belt,2,Liberty,OVC,0,1,0,09-14-2024,/game/6310170
final,Mount St. Mary's,MAAC,1,Longwood,Big South,1,0,0,09-14-2024,/game/6310171
final,Merrimack,MAAC,1,UMass Lowell,America East,2,-1,0,09-14-2024,/game/6310172
final,Niagara,MAAC,4,St. Bonaventure,Atlantic 10,2,1,0,09-14-2024,/game/6310173
final,Oakland,Horizon,2,Cleveland St.,Horizon,1,1,0,09-14-2024,/game/6310176
final,FDU,NEC,2,Villanova,Big East,2,0,0,09-14-2024,/game/6310179
final,Columbia,Ivy League,0,Sacred Heart,MAAC,1,-1,0,09-14-2024,/game/6310180
final,Notre Dame,ACC,0,Stanford,ACC,1,-1,0,09-14-2024,/game/6310181
final,Seton Hall,Big East,3,Harvard,Ivy League,2,1,0,09-14-2024,/game/6310182
final,Rider,MAAC,2,NJIT,America East,1,1,0,09-14-2024,/game/6310183
final,Marshall,Sun Belt,1,St. John's (NY),Big East,1,0,0,09-14-2024,/game/6310184
final,Bryant,America East,1,Providence,Big East,2,-1,0,09-14-2024,/game/6310185
final,Southern Ind.,OVC,0,Bellarmine,ASUN,8,-1,0,09-14-2024,/game/6310167
final,Oral Roberts,Summit League,2,Houston Christian,OVC,2,0,0,09-14-2024,/game/6310168
final,Evansville,MVC,1,Drake,MVC,2,-1,0,09-14-2024,/game/6310175
final,Lipscomb,ASUN,2,Kentucky,Sun Belt,2,0,0,09-14-2024,/game/6310177
final,Denver,Summit League,4,Yale,Ivy League,1,1,0,09-14-2024,/game/6310169
final,UC Santa Barbara,Big West,2,Westmont,PacWest,2,0,0,09-14-2024,/game/6310178
final,High Point,Big South,3,FGCU,ASUN,0,1,0,09-15-2024,/game/6310186
final,Belmont,MVC,1,Western Mich.,MVC,1,0,0,09-15-2024,/game/6310187
final,Oregon St.,WCC,4,San Diego St.,WAC,1,1,0,09-15-2024,/game/6310188
final,UCF,Sun Belt,0,South Fla.,AAC,0,0,0,09-15-2024,/game/6310190
final,Old Dominion,Sun Belt,1,George Mason,Atlantic 10,0,1,0,09-15-2024,/game/6310193
final,UC Davis,Big West,2,San Francisco,WCC,1,1,0,09-15-2024,/game/6310189
final,Ga. Southern,Sun Belt,2,UAB,AAC,2,0,0,09-15-2024,/game/6310194
final,South Carolina,Sun Belt,2,ETSU,SoCon,0,1,0,09-15-2024,/game/6310197
final,Saint Mary's (CA),WCC,2,Sacramento St.,Big West,4,-1,0,09-15-2024,/game/6310191
final,UIC,MVC,2,Marquette,Big East,0,1,0,09-15-2024,/game/6310195
final,Missouri St.,MVC,1,Bradley,MVC,0,1,0,09-15-2024,/game/6310196
final,Central Ark.,ASUN,1,FIU,AAC,3,-1,0,09-15-2024,/game/6310200
final,Gonzaga,WCC,2,Western Ill.,OVC,3,-1,0,09-15-2024,/game/6310192
final,UC San Diego,Big West,3,Air Force,WAC,0,1,0,09-15-2024,/game/6310198
final,UNLV,WAC,1,CSUN,Big West,0,1,0,09-15-2024,/game/6310199
final,Grand Canyon,WAC,1,Cal St. Fullerton,Big West,1,0,0,09-15-2024,/game/6310210
final,Santa Clara,WCC,2,San Jose St.,WAC,1,1,0,09-15-2024,/game/6310201
final,NIU,MVC,1,Mercyhurst,NEC,0,1,0,09-16-2024,/game/6310202
final,California,ACC,5,Dominican (CA),PacWest,0,1,0,09-16-2024,/game/6310203
final,Holy Cross,Patriot,2,Clemson,ACC,2,0,0,09-16-2024,/game/6310205
final,VCU,Atlantic 10,2,Penn,Ivy League,0,1,0,09-16-2024,/game/6310211
final,Fordham,Atlantic 10,2,Manhattan,MAAC,2,0,0,09-16-2024,/game/6310208
final,Michigan,Big Ten,1,Washington,Big Ten,1,0,0,09-16-2024,/game/6309587
final,SMU,ACC,2,UIW,OVC,0,1,0,09-16-2024,/game/6310206
final,Utah Valley,WAC,3,Lindenwood,OVC,1,1,0,09-16-2024,/game/6310204
final,Wisconsin,Big Ten,4,UCLA,Big Ten,1,1,0,09-16-2024,/game/6309577
final,Utah Tech,WAC,1,Cal Poly,Big West,1,0,0,09-16-2024,/game/6310207
final,California Baptist,WAC,0,San Diego,WCC,2,-1,0,09-16-2024,/game/6310209
final,Green Bay,Horizon,2,Wis.-Parkside,GLIAC,1,1,0,09-17-2024,/game/6310212
final,Iona,MAAC,4,George Washington,Atlantic 10,1,1,0,09-17-2024,/game/6310214
final,Southern Ind.,OVC,0,Purdue Fort Wayne,Horizon,1,-1,0,09-17-2024,/game/6310213
final,LIU,NEC,1,Monmouth,CAA,1,0,0,09-17-2024,/game/6310215
final,Saint Peter's,MAAC,1,Binghamton,America East,3,-1,0,09-17-2024,/game/6310216
final,Robert Morris,Horizon,3,Duquesne,Atlantic 10,0,1,0,09-17-2024,/game/6310217
final,Oakland,Horizon,2,Loyola Chicago,Atlantic 10,1,1,0,09-17-2024,/game/6310218
final,Boston College,ACC,3,Siena,MAAC,1,1,0,09-17-2024,/game/6310219
final,Saint Joseph's,Atlantic 10,0,Bryant,America East,1,-1,0,09-17-2024,/game/6310220
final,Penn St.,Big Ten,0,Ohio St.,Big Ten,5,-1,0,09-17-2024,/game/6309508
final,Yale,Ivy League,1,Rutgers,Big Ten,1,0,0,09-17-2024,/game/6309554
final,Northeastern,CAA,0,Harvard,Ivy League,0,0,0,09-17-2024,/game/6310221
final,NC State,ACC,4,UNCW,CAA,1,1,0,09-17-2024,/game/6310222
final,Col. of Charleston,CAA,2,Furman,SoCon,4,-1,0,09-17-2024,/game/6310223
final,La Salle,Atlantic 10,1,Rider,MAAC,3,-1,0,09-17-2024,/game/6310224
final,Davidson,Atlantic 10,2,Mercer,SoCon,1,1,0,09-17-2024,/game/6310225
final,Wake Forest,ACC,1,Elon,CAA,1,0,0,09-17-2024,/game/6310226
final,Hofstra,CAA,1,New Hampshire,America East,0,1,0,09-17-2024,/game/6310227
final,American,Patriot,4,UMBC,America East,3,1,0,09-17-2024,/game/6310229
final,Charlotte,AAC,1,Campbell,CAA,0,1,0,09-17-2024,/game/6310230
final,Mount St. Mary's,MAAC,1,James Madison,Sun Belt,2,-1,0,09-17-2024,/game/6310231
final,West Virginia,Sun Belt,2,UNC Greensboro,SoCon,2,0,0,09-17-2024,/game/6310232
final,Northern Ky.,Horizon,1,Bowling Green,MVC,1,0,0,09-17-2024,/game/6310233
final,Wofford,SoCon,0,Georgia St.,Sun Belt,2,-1,0,09-17-2024,/game/6310234
final,North Florida,ASUN,3,USC Upstate,Big South,2,1,0,09-17-2024,/game/6310235
final,Radford,Big South,1,Queens (NC),ASUN,2,-1,0,09-17-2024,/game/6310238
final,FDU,NEC,0,Drexel,CAA,2,-1,0,09-17-2024,/game/6310239
final,Dartmouth,Ivy League,0,Massachusetts,Atlantic 10,5,-1,0,09-17-2024,/game/6310240
final,Brown,Ivy League,5,Boston U.,Patriot,1,1,0,09-17-2024,/game/6310241
final,Syracuse,ACC,5,Canisius,MAAC,1,1,0,09-17-2024,/game/6310242
final,Cornell,Ivy League,3,Bucknell,Patriot,0,1,0,09-17-2024,/game/6310243
final,Lafayette,Patriot,2,UAlbany,America East,1,1,0,09-17-2024,/game/6310244
final,Wright St.,Horizon,2,Eastern Ill.,OVC,2,0,0,09-17-2024,/game/6310245
final,Cleveland St.,Horizon,0,Pittsburgh,ACC,4,-1,0,09-17-2024,/game/6310246
final,Princeton,Ivy League,3,Colgate,Patriot,1,1,0,09-17-2024,/game/6310247
final,Indiana,Big Ten,1,Evansville,MVC,1,0,0,09-17-2024,/game/6309607
final,Omaha,Summit League,1,Drake,MVC,1,0,0,09-17-2024,/game/6310236
final,Saint Louis,Atlantic 10,2,Lipscomb,ASUN,2,0,0,09-17-2024,/game/6310237
final,St. Bonaventure,Atlantic 10,1,Le Moyne,NEC,1,0,0,09-18-2024,/game/6310249
final,Dayton,Atlantic 10,1,Western Mich.,MVC,1,0,1,09-18-2024,/game/6310253
final,NJIT,America East,4,Central Conn. St.,NEC,0,1,0,09-18-2024,/game/6310252
final,Columbia,Ivy League,1,Fairfield,MAAC,3,-1,0,09-18-2024,/game/6310256
final,Houston Christian,OVC,1,UTRGV,WAC,0,1,0,09-18-2024,/game/6310254
final,SIUE,OVC,2,Bradley,MVC,0,1,0,09-18-2024,/game/6310255
final,Cal St. Fullerton,Big West,1,Gonzaga,WCC,1,0,0,09-18-2024,/game/6310250
final,Stanford,ACC,1,UC Davis,Big West,0,1,0,09-18-2024,/game/6310251
final,Utah Valley,WAC,1,UC Santa Barbara,Big West,4,-1,0,09-19-2024,/game/6310258
final,Denver,Summit League,0,Portland,WCC,0,0,0,09-19-2024,/game/6310259
final,San Diego,WCC,1,Grand Canyon,WAC,0,1,0,09-19-2024,/game/6310261
final,Oregon St.,WCC,2,Seattle U,WAC,2,0,0,09-19-2024,/game/6310260
final,UNLV,WAC,2,Kansas City,Summit League,3,-1,0,09-19-2024,/game/6310257
final,Santa Clara,WCC,1,Sacramento St.,Big West,2,-1,0,09-19-2024,/game/6310262
final,DePaul,Big East,2,UConn,Big East,3,-1,0,09-20-2024,/game/6310263
final,Villanova,Big East,2,Marquette,Big East,3,-1,0,09-20-2024,/game/6310264
final,Western Ill.,OVC,4,NIU,MVC,0,1,0,09-20-2024,/game/6310265
final,Penn St.,Big Ten,2,Michigan St.,Big Ten,1,1,0,09-20-2024,/game/6309540
final,Indiana,Big Ten,0,Maryland,Big Ten,1,-1,0,09-20-2024,/game/6309608
final,Xavier,Big East,1,St. John's (NY),Big East,0,1,0,09-20-2024,/game/6310281
final,Louisville,ACC,1,Syracuse,ACC,1,0,0,09-20-2024,/game/6310280
final,Notre Dame,ACC,6,Chicago St.,NEC,1,1,0,09-20-2024,/game/6310279
final,Creighton,Big East,0,Georgetown,Big East,1,-1,0,09-20-2024,/game/6310266
final,High Point,Big South,2,UNC Asheville,Big South,1,1,0,09-20-2024,/game/6310269
final,South Fla.,AAC,1,FIU,AAC,0,1,0,09-20-2024,/game/6310271
final,Providence,Big East,1,Seton Hall,Big East,0,1,0,09-20-2024,/game/6310273
final,North Carolina,ACC,2,NC State,ACC,0,1,0,09-20-2024,/game/6310274
final,South Carolina,Sun Belt,1,Marshall,Sun Belt,2,-1,0,09-20-2024,/game/6310275
final,Pittsburgh,ACC,2,Boston College,ACC,0,1,0,09-20-2024,/game/6310276
final,Akron,Big East,4,Butler,Big East,3,1,0,09-20-2024,/game/6310277
final,VCU,Atlantic 10,2,Rhode Island,Atlantic 10,0,1,0,09-20-2024,/game/6310278
final,Kentucky,Sun Belt,0,Ga. Southern,Sun Belt,0,0,0,09-20-2024,/game/6310284
final,Clemson,ACC,1,Wake Forest,ACC,0,1,0,09-20-2024,/game/6310283
final,SMU,ACC,2,Virginia Tech,ACC,0,1,0,09-20-2024,/game/6310270
final,Tulsa,AAC,1,Memphis,AAC,2,-1,0,09-20-2024,/game/6310282
final,Air Force,WAC,0,UC Riverside,Big West,2,-1,0,09-20-2024,/game/6310267
final,San Jose St.,WAC,0,Saint Mary's (CA),WCC,0,0,0,09-20-2024,/game/6310268
final,LMU (CA),WCC,1,California Baptist,WAC,0,1,0,09-20-2024,/game/6310272
final,Washington,Big Ten,2,Northwestern,Big Ten,0,1,0,09-20-2024,/game/6309524
final,Elon,CAA,2,Stony Brook,CAA,1,1,0,09-21-2024,/game/6310286
final,Massachusetts,Atlantic 10,1,George Mason,Atlantic 10,2,-1,0,09-21-2024,/game/6310287
final,Northeastern,CAA,0,William & Mary,CAA,2,-1,0,09-21-2024,/game/6310288
final,Binghamton,America East,2,Central Conn. St.,NEC,1,1,0,09-21-2024,/game/6310289
final,Northern Ky.,Horizon,1,Oakland,Horizon,1,0,0,09-21-2024,/game/6310290
final,George Washington,Atlantic 10,0,Duquesne,Atlantic 10,1,-1,0,09-21-2024,/game/6310292
final,Saint Joseph's,Atlantic 10,0,Davidson,Atlantic 10,2,-1,0,09-21-2024,/game/6310293
final,Purdue Fort Wayne,Horizon,2,Green Bay,Horizon,0,1,0,09-21-2024,/game/6310294
final,Col. of Charleston,CAA,1,Delaware,CAA,0,1,0,09-21-2024,/game/6310295
final,Lafayette,Patriot,1,Navy,Patriot,2,-1,0,09-21-2024,/game/6310296
final,Rider,MAAC,2,Mercyhurst,NEC,0,1,0,09-21-2024,/game/6310297
final,Milwaukee,Horizon,3,Wright St.,Horizon,3,0,0,09-21-2024,/game/6310291
final,Howard,NEC,2,UC San Diego,Big West,2,0,0,09-21-2024,/game/6310298
final,UNCW,CAA,2,Drexel,CAA,1,1,0,09-21-2024,/game/6310299
final,Saint Peter's,MAAC,0,VMI,SoCon,0,0,0,09-21-2024,/game/6310300
final,IU Indy,Horizon,2,Robert Morris,Horizon,3,-1,0,09-21-2024,/game/6310301
final,Loyola Maryland,Patriot,2,Boston U.,Patriot,2,0,0,09-21-2024,/game/6310302
final,Le Moyne,NEC,1,Niagara,MAAC,1,0,0,09-21-2024,/game/6310303
final,Loyola Chicago,Atlantic 10,2,Dayton,Atlantic 10,2,0,0,09-21-2024,/game/6310304
final,Colgate,Patriot,1,American,Patriot,1,0,0,09-21-2024,/game/6310305
final,Bucknell,Patriot,0,Holy Cross,Patriot,0,0,0,09-21-2024,/game/6310306
final,Siena,MAAC,3,NJIT,America East,0,1,0,09-21-2024,/game/6310308
final,Queens (NC),ASUN,0,Lipscomb,ASUN,0,0,0,09-21-2024,/game/6310321
final,Yale,Ivy League,4,Sacred Heart,MAAC,1,1,0,09-21-2024,/game/6310310
final,Dartmouth,Ivy League,2,Bryant,America East,1,1,0,09-21-2024,/game/6310311
final,Penn,Ivy League,1,Manhattan,MAAC,0,1,0,09-21-2024,/game/6310320
final,UCLA,Big Ten,3,Michigan,Big Ten,3,0,0,09-21-2024,/game/6309588
final,Vermont,America East,5,Harvard,Ivy League,0,1,0,09-21-2024,/game/6310314
final,FGCU,ASUN,1,Jacksonville,ASUN,0,1,0,09-21-2024,/game/6310315
final,Temple,The American,0,Charlotte,The American,1,-1,0,09-21-2024,/game/6310285
final,California,ACC,1,Virginia,ACC,1,0,0,09-21-2024,/game/6310307
final,Monmouth,CAA,2,Hofstra,CAA,1,1,0,09-21-2024,/game/6310316
final,Army West Point,Patriot,2,Lehigh,Patriot,3,-1,0,09-21-2024,/game/6310319
final,Georgia St.,Sun Belt,0,Coastal Carolina,Sun Belt,1,-1,0,09-21-2024,/game/6310322
final,Stetson,ASUN,2,North Florida,ASUN,1,1,0,09-21-2024,/game/6310324
final,Old Dominion,Sun Belt,0,West Virginia,Sun Belt,1,-1,0,09-21-2024,/game/6310325
final,Bellarmine,ASUN,0,Central Ark.,ASUN,1,-1,0,09-21-2024,/game/6310327
final,USC Upstate,Big South,0,Winthrop,Big South,2,-1,0,09-21-2024,/game/6310328
final,Columbia,Ivy League,0,FDU,NEC,1,-1,0,09-21-2024,/game/6310329
final,Brown,Ivy League,5,Stonehill,NEC,3,1,0,09-21-2024,/game/6310330
final,Cornell,Ivy League,1,UMBC,America East,0,1,0,09-21-2024,/game/6310331
final,Gardner-Webb,Big South,2,Radford,Big South,1,1,0,09-21-2024,/game/6310332
final,La Salle,Atlantic 10,0,Saint Louis,Atlantic 10,0,0,0,09-21-2024,/game/6310333
final,Marist,MAAC,3,LIU,NEC,2,1,0,09-21-2024,/game/6310335
final,Cleveland St.,Horizon,2,Detroit Mercy,Horizon,2,0,0,09-21-2024,/game/6310336
final,James Madison,Sun Belt,2,UCF,Sun Belt,0,1,0,09-21-2024,/game/6310337
final,Gonzaga,WCC,1,CSU Bakersfield,Big West,1,0,0,09-21-2024,/game/6310309
final,Oral Roberts,Summit League,6,UTRGV,WAC,0,1,0,09-21-2024,/game/6310317
final,Bradley,MVC,1,Bowling Green,MVC,2,-1,0,09-21-2024,/game/6310318
final,UIC,MVC,1,Missouri St.,MVC,3,-1,0,09-21-2024,/game/6310323
final,UAB,The American,3,Fla. Atlantic,The American,2,1,0,09-21-2024,/game/6310326
final,UC Irvine,Big West,4,Utah Tech,WAC,2,1,0,09-21-2024,/game/6310312
final,San Diego St.,WAC,3,UC Davis,Big West,3,0,0,09-21-2024,/game/6310334
final,St. Bonaventure,Atlantic 10,0,Fordham,Atlantic 10,0,0,0,09-22-2024,/game/6310313
final,Presbyterian,Big South,1,Longwood,Big South,3,-1,0,09-22-2024,/game/6310339
final,SIUE,OVC,0,Omaha,Summit League,1,-1,0,09-22-2024,/game/6310338
final,St. Thomas (MN),Summit League,1,Lindenwood,OVC,2,-1,0,09-22-2024,/game/6310341
final,Drake,MVC,4,Belmont,MVC,0,1,0,09-22-2024,/game/6310340
final,Western Mich.,MVC,2,Evansville,MVC,1,1,0,09-22-2024,/game/6310342
final,Ohio St.,Big Ten,3,Rutgers,Big Ten,0,1,0,09-22-2024,/game/6309509
final,CSUN,Big West,2,Santa Clara,WCC,1,1,0,09-22-2024,/game/6310343
final,Sacramento St.,Big West,1,Pacific,WCC,1,0,0,09-22-2024,/game/6310344
final,San Diego,WCC,0,Cal St. Fullerton,Big West,2,-1,0,09-22-2024,/game/6310345
final,Denver,Summit League,2,Seattle U,WAC,1,1,0,09-22-2024,/game/6310347
final,Stanford,ACC,2,Duke,ACC,2,0,0,09-22-2024,/game/6310348
final,UC Santa Barbara,Big West,3,Portland,WCC,0,1,0,09-22-2024,/game/6310346
final,Grand Canyon,WAC,0,LMU (CA),WCC,1,-1,0,09-23-2024,/game/6310350
final,San Francisco,WCC,4,San Jose St.,WAC,0,1,0,09-23-2024,/game/6310349
final,Georgetown,Big East,2,Princeton,Ivy League,0,1,0,09-24-2024,/game/6310352
final,St. Bonaventure,Atlantic 10,2,Robert Morris,Horizon,1,1,0,09-24-2024,/game/6310353
final,Villanova,Big East,2,Penn,Ivy League,2,0,0,09-24-2024,/game/6310354
final,Quinnipiac,MAAC,1,Yale,Ivy League,2,-1,0,09-24-2024,/game/6310355
final,UNC Asheville,Big South,1,ETSU,SoCon,1,0,0,09-24-2024,/game/6310356
final,Bryant,America East,1,Holy Cross,Patriot,0,1,0,09-24-2024,/game/6310357
final,UMass Lowell,America East,0,Northeastern,CAA,0,0,0,09-24-2024,/game/6310359
final,Boston U.,Patriot,1,Boston College,ACC,1,0,0,09-24-2024,/game/6310360
final,St. John's (NY),Big East,1,Penn St.,Big Ten,2,-1,0,09-24-2024,/game/6309541
final,Akron,Big East,8,Saint Francis,NEC,0,1,0,09-24-2024,/game/6310351
final,South Carolina,Sun Belt,3,Queens (NC),ASUN,0,1,0,09-24-2024,/game/6310358
final,IU Indy,Horizon,1,Western Ill.,OVC,2,-1,0,09-24-2024,/game/6310361
final,George Mason,Atlantic 10,1,William & Mary,CAA,0,1,0,09-24-2024,/game/6310362
final,Howard,NEC,1,George Washington,Atlantic 10,1,0,0,09-24-2024,/game/6310363
final,Ga. Southern,Sun Belt,2,Col. of Charleston,CAA,1,1,0,09-24-2024,/game/6310364
final,Bowling Green,MVC,5,Eastern Ill.,OVC,0,1,0,09-24-2024,/game/6310365
final,Providence,Big East,2,Brown,Ivy League,1,1,0,09-24-2024,/game/6310366
final,Clemson,ACC,1,Liberty,OVC,0,1,0,09-24-2024,/game/6310368
final,James Madison,Sun Belt,5,Radford,Big South,0,1,0,09-24-2024,/game/6310369
final,Loyola Maryland,Patriot,0,Hofstra,CAA,3,-1,0,09-24-2024,/game/6310370
final,North Carolina,ACC,0,Mercer,SoCon,0,0,0,09-24-2024,/game/6310371
final,Merrimack,MAAC,1,Dartmouth,Ivy League,2,-1,0,09-24-2024,/game/6310372
final,Stetson,ASUN,2,Eckerd,Sunshine State,3,-1,0,09-24-2024,/game/6310374
final,Butler,Big East,2,Wright St.,Horizon,3,-1,0,09-24-2024,/game/6310375
final,Navy,Patriot,1,UC San Diego,Big West,1,0,0,09-24-2024,/game/6310376
final,Duquesne,Atlantic 10,2,Mount St. Mary's,MAAC,1,1,0,09-24-2024,/game/6310377
final,Saint Joseph's,Atlantic 10,2,Temple,AAC,0,1,0,09-24-2024,/game/6310379
final,Campbell,CAA,0,UNCW,CAA,0,0,0,09-24-2024,/game/6310380
final,UConn,Big East,0,Fairfield,MAAC,0,0,0,09-24-2024,/game/6310382
final,Syracuse,ACC,0,Cornell,Ivy League,1,-1,0,09-24-2024,/game/6310386
final,Notre Dame,ACC,3,Detroit Mercy,Horizon,1,1,0,09-24-2024,/game/6310387
final,La Salle,Atlantic 10,3,Lafayette,Patriot,1,1,0,09-24-2024,/game/6310388
final,Louisville,ACC,1,UAB,AAC,2,-1,0,09-24-2024,/game/6310389
final,Seton Hall,Big East,2,Lehigh,Patriot,0,1,0,09-24-2024,/game/6310390
final,Xavier,Big East,2,Evansville,MVC,0,1,0,09-24-2024,/game/6310391
final,Jacksonville,ASUN,0,Fla. Atlantic,AAC,0,0,0,09-24-2024,/game/6310392
postponed,Wofford,SoCon,1,USC Upstate,Big South,0,1,0,09-24-2024,/game/6310373
postponed,UNC Greensboro,SoCon,0,High Point,Big South,1,-1,0,09-24-2024,/game/6310378
final,Rhode Island,Atlantic 10,2,UAlbany,America East,1,1,0,09-24-2024,/game/6310393
final,Kansas City,Summit League,4,Tulsa,AAC,0,1,0,09-24-2024,/game/6310381
final,Loyola Chicago,Atlantic 10,1,DePaul,Big East,3,-1,0,09-24-2024,/game/6310383
final,NIU,MVC,0,Milwaukee,Horizon,2,-1,0,09-24-2024,/game/6310384
final,UCLA,Big Ten,5,Westmont,PacWest,1,1,0,09-24-2024,/game/6309597
final,Marshall,Sun Belt,1,VCU,Atlantic 10,0,1,0,09-25-2024,/game/6310399
final,SMU,ACC,1,FIU,AAC,1,0,0,09-25-2024,/game/6310394
final,Southern Ind.,OVC,1,Rose-Hulman,HCAC,0,1,0,09-25-2024,/game/6310395
final,Utah Valley,WAC,0,Oregon St.,WCC,1,-1,0,09-25-2024,/game/6310396
final,California Baptist,WAC,0,UC Riverside,Big West,0,0,0,09-25-2024,/game/6310397
final,Pacific,WCC,1,CSU Bakersfield,Big West,2,-1,0,09-25-2024,/game/6310398
postponed,Quinnipiac,MAAC,,FDU,NEC,,0,0,09-26-2024,/game/6310401
final,UNLV,WAC,2,Cal St. Fullerton,Big West,4,-1,0,09-26-2024,/game/6310400
final,Stony Brook,CAA,0,Northeastern,CAA,0,0,0,09-27-2024,/game/6310402
final,NC State,ACC,1,Duke,ACC,2,-1,0,09-27-2024,/game/6310405
final,Longwood,Big South,8,USC Upstate,Big South,2,1,0,09-27-2024,/game/6310412
final,Syracuse,ACC,1,Wake Forest,ACC,2,-1,0,09-27-2024,/game/6310414
